id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults,defect_type
4038,37,212,2829521,2829590,6426,275,134,654471,42,124,1358,0,1,40,0.0546,0.4678,0.3571,0.1291,0.6436,0.5185,0.0,3.8049,2.243,1.8195,-0.6429,-0.1871,1.0,0,0,1,0,0,0,0,K_Scatch
11595,39,214,1465433,1465360,6519,330,154,666455,40,141,1358,0,1,40,0.0574,0.4562,0.3829,0.1274,0.6436,0.4615,0.0,3.8241,2.238,1.8389,-0.6171,-0.1921,1.0,0,0,1,0,0,0,0,K_Scatch
8092,1227,1235,1066700,1066722,82,12,10,9956,61,126,1690,1,0,100,0.7094,0.3333,0.9091,0.0074,1.0,1.0,0.0,1.9138,1.0,1.0,-0.0909,-0.2244,0.2173,0,0,0,0,0,0,1,Other_Faults
12000,41,212,1536604,1536631,12260,779,453,1375431,23,141,1402,0,1,40,0.0585,0.5904,0.879,0.1221,0.2363,0.3654,0.0,4.0868,2.233,2.233,-0.2021,-0.1019,1.0,0,0,1,0,0,0,0,K_Scatch
2496,1430,1466,966930,966898,80,36,17,9778,101,141,1650,1,0,69,0.2385,0.3131,0.2121,0.0133,0.3889,0.6471,0.0,1.9031,1.2553,1.0414,-0.7895,-0.0689,0.3329,0,0,0,0,0,0,1,Other_Faults
17923,1064,1079,2421293,2421350,289,20,28,31062,104,134,1364,0,1,40,0.4164,0.35,0.6,0.011,0.75,1.0,1.0,2.4609,1.1761,1.4472,0.4,-0.0903,0.3329,0,0,0,0,0,1,0,Bumps
9415,1591,1606,4309441,4309470,297,35,45,29002,59,124,1688,1,0,150,0.0811,0.2593,0.2667,0.0071,0.3429,1.0,1.0,2.4728,1.0792,1.6532,0.7333,-0.282,0.8299,0,0,0,0,0,0,1,Other_Faults
5950,41,214,1740121,1740188,6293,302,156,686124,40,119,1358,0,1,40,0.0604,0.4856,0.3882,0.1276,0.5345,0.4615,0.0,3.7903,2.238,1.8451,-0.6118,-0.1857,1.0,0,0,0,0,0,0,1,Other_Faults
7979,1251,1274,949136,949144,540,64,44,64288,100,127,1360,0,1,40,0.1265,0.6278,0.4386,0.0258,0.6701,0.5625,0.0,2.7324,1.6335,1.6128,-0.5614,-0.1031,0.9998,0,0,1,0,0,0,0,K_Scatch
16329,559,571,6571361,6571375,143,15,13,15121,91,127,1352,0,1,40,0.8687,0.2051,1.0,0.0089,0.8,1.0,0.5,2.1553,1.1139,1.1139,0.0,-0.1403,0.2914,0,0,0,0,0,1,0,Bumps
12560,1203,1218,1736811,1736822,155,23,26,17707,107,127,1362,0,1,40,0.1909,0.4221,0.3913,0.0081,0.4783,1.0,1.0,2.1903,1.0414,1.3617,0.6087,-0.1018,0.3464,0,1,0,0,0,0,0,Z_Scratch
11269,1251,1270,397980,398111,326,34,42,37572,56,125,1362,0,1,40,0.1279,0.5591,0.3617,0.0137,0.4231,0.8148,1.0,2.5106,1.2787,1.6233,0.6383,-0.2346,0.8579,0,0,0,0,0,0,1,Other_Faults
15329,1365,1378,5897947,5897955,149,16,16,156200,80,119,1387,0,1,40,0.013,0.3191,0.8824,0.0108,0.9375,0.9375,1.0,2.1732,1.1761,1.1761,0.1177,-0.1785,0.4219,0,0,1,0,0,0,0,K_Scatch
11688,871,927,682028,682128,1851,107,140,230693,77,127,1358,0,1,40,0.8882,0.5167,0.3252,0.028,0.2895,0.8235,1.0,3.2674,1.5798,2.1761,0.6748,-0.1429,1.0,0,0,0,0,0,1,0,Bumps
10118,1077,1090,1048964,1048986,140,18,13,17753,48,132,1362,1,0,200,0.0107,0.3977,0.6923,0.0103,0.7222,0.6923,0.0,2.1461,1.1461,0.9542,-0.3077,-0.2511,0.3479,0,0,0,0,0,1,0,Bumps
10364,543,578,55671,55688,860,53,44,97173,96,132,1666,1,0,80,0.0107,0.3384,0.0865,0.0089,0.2143,1.0,1.0,2.9499,1.1761,1.6435,0.9135,-0.1058,0.9996,0,0,0,0,0,0,1,Other_Faults
9808,1219,1234,3134228,3134249,189,37,23,18327,85,124,1364,1,0,80,0.2054,0.6804,0.9,0.0147,0.5405,0.6956,0.0,2.2765,1.301,1.2041,-0.1,-0.2476,0.5951,0,0,0,0,0,1,0,Bumps
4046,438,447,4474894,4474920,121,15,23,11420,87,127,1692,1,0,70,0.0047,0.2222,0.5652,0.0059,0.5333,1.0,1.0,2.0828,0.9031,1.3617,0.4348,-0.1134,0.4049,0,0,0,0,0,0,1,Other_Faults
1754,974,980,1074269,1074276,35,14,11,453,119,142,1358,0,1,50,0.5534,0.4733,0.8333,0.0074,0.7143,0.9091,0.0,1.5441,1.0,0.699,-0.1667,0.0078,0.14,0,0,0,0,0,1,0,Bumps
16211,182,209,2794140,2794143,383,66,39,41476,78,140,1358,1,0,70,0.2344,0.5706,0.5909,0.0169,0.5,0.5454,0.0,2.5832,1.3617,1.3424,-0.4091,-0.157,0.9955,0,0,0,0,0,0,1,Other_Faults
16469,1582,1592,1715826,1715848,201,18,27,21691,93,124,1634,0,1,50,0.075,0.251,0.3333,0.0055,0.5,1.0,1.0,2.3032,0.9542,1.4314,0.6667,-0.1426,0.4963,1,0,0,0,0,0,0,Pastry
2151,662,670,728281,728304,383,44,25,39648,88,119,1666,0,1,40,0.8494,0.4772,0.8846,0.0154,0.6136,0.92,0.0,2.5855,1.3222,1.3617,-0.1154,-0.2022,0.9755,0,0,0,0,0,0,1,Other_Faults
561,1568,1578,1729556,1729557,226,22,28,23894,72,124,1353,0,1,185,0.1127,0.3426,0.2857,0.0052,0.3636,1.0,1.0,2.3541,0.8451,1.4472,0.7143,-0.2939,0.5822,0,0,0,0,0,1,0,Bumps
13257,472,478,2669665,2669677,57,15,12,6337,78,101,1356,0,1,40,0.6637,0.25,0.8333,0.0073,0.7333,1.0,1.0,1.7559,1.0,1.0792,0.1667,-0.3061,0.2288,0,0,0,0,0,1,0,Bumps
4008,623,631,3778014,3778041,102,16,20,10583,95,126,1360,0,1,100,0.9443,0.3333,0.7,0.0103,0.875,1.0,1.0,2.0086,1.1461,1.301,0.3,-0.1426,0.33,0,0,0,0,0,1,0,Bumps
11206,1245,1258,1246188,1246244,501,54,63,48231,93,126,1353,0,1,185,0.1418,0.4422,0.1839,0.0096,0.2407,0.9841,1.0,2.6998,1.1139,1.7404,0.8161,-0.1851,0.9831,0,0,0,0,0,0,1,Other_Faults
16826,1302,1308,185575,185588,137,15,24,17124,114,140,1652,1,0,100,0.0616,0.3878,0.3333,0.0041,0.4667,1.0,1.0,2.1367,0.8451,1.3802,0.6667,-0.0358,0.3241,0,0,0,0,0,0,1,Other_Faults
7022,833,856,970962,970972,74,38,15,10030,120,140,1358,0,1,40,0.2599,0.5667,0.5556,0.0155,0.7222,0.4667,0.0,1.8692,1.3222,0.8451,-0.4444,0.0039,0.2532,0,0,0,0,0,1,0,Bumps
1250,1272,1288,430948,430980,336,46,49,37960,104,125,1687,0,1,40,0.2482,0.6335,0.2667,0.0089,0.3111,0.9857,1.0,2.5106,1.1761,1.6902,0.7333,-0.0894,0.9457,0,0,0,0,0,0,1,Other_Faults
4880,1069,1090,625664,625675,227,26,31,25809,97,134,1360,0,1,40,0.4144,0.5187,0.4839,0.0096,0.5652,1.0,1.0,2.356,1.1139,1.4914,0.5161,-0.1188,0.5029,0,0,0,0,0,1,0,Bumps
1471,805,813,2835787,2835797,65,9,11,6782,110,127,1656,1,0,70,0.7694,0.2525,0.8182,0.0041,0.7778,1.0,1.0,1.8129,0.8451,1.0414,0.1818,-0.0366,0.2051,0,0,0,0,0,0,1,Other_Faults
7824,1121,1143,185988,186088,442,33,33,42778,93,126,1353,0,1,70,0.1621,0.4882,0.2791,0.0089,0.3429,1.0,1.0,2.6181,1.0792,1.5185,0.7209,-0.2095,0.9865,1,0,0,0,0,0,0,Pastry
580,1057,1069,2857887,2857900,145,13,24,15785,87,126,1322,0,1,40,0.442,0.4167,0.3333,0.0053,0.5385,1.0,1.0,2.1614,0.8451,1.3802,0.6667,-0.1578,0.3509,1,0,0,0,0,0,0,Pastry
8723,110,122,3277804,3277821,84,12,7,8701,112,140,1364,1,0,80,0.1257,0.4931,0.5714,0.0088,0.9167,0.8571,0.0,1.9243,1.0792,0.7782,-0.4286,-0.0208,0.1892,0,0,0,0,0,1,0,Bumps
12057,545,557,1750768,1750835,563,12,50,61966,77,124,1688,1,0,60,0.6613,0.3,0.1038,0.0071,0.9167,1.0,1.0,2.7694,1.0792,1.699,0.8962,-0.2424,0.9998,1,0,0,0,0,0,0,Pastry
8563,13,23,458923,458941,85,13,15,9062,102,124,1692,0,1,70,0.0059,0.2,0.5333,0.0047,0.6154,1.0,1.0,1.9294,0.9031,1.1761,0.4667,-0.1176,0.2288,0,0,0,0,0,0,1,Other_Faults
13960,1287,1302,2401744,2401760,51,24,8,6554,118,140,1650,1,0,69,0.4498,0.3875,0.3125,0.0097,0.8333,0.75,0.0,1.7076,1.2041,0.7782,-0.6875,0.0176,0.1852,0,0,0,0,0,1,0,Bumps
12912,980,992,55732,55743,162,21,24,17101,84,126,1692,1,0,143,0.5243,0.3232,0.3636,0.0074,0.4737,0.9167,1.0,2.2095,1.0,1.3424,0.6364,-0.2067,0.4366,0,0,0,0,0,0,1,Other_Faults
18637,1330,1342,2413168,2413186,188,21,21,20469,102,132,1372,0,1,40,0.013,0.5397,0.6207,0.0125,0.6191,0.9583,1.0,2.2718,1.2305,1.3222,0.3793,-0.1261,0.4763,0,0,0,0,0,0,1,Other_Faults
2206,1192,1205,1564451,1564476,235,32,43,27135,106,127,1352,0,1,40,0.2385,0.5251,0.2581,0.0089,0.375,0.9459,1.0,2.3711,1.0792,1.6128,0.7419,-0.0979,0.6868,0,0,0,0,0,1,0,Bumps
3633,1043,1106,7797464,7797516,10821,853,539,1270726,25,141,1362,0,1,40,0.0613,0.6342,0.8762,0.1264,0.2086,0.3401,0.0,4.0366,2.243,2.1732,-0.1238,-0.0904,1.0,0,0,1,0,0,0,0,K_Scatch
7747,1589,1598,1108621,1108641,167,18,22,20267,101,124,1698,0,1,90,0.0972,0.2,0.2727,0.0053,0.5,1.0,1.0,2.2227,0.9542,1.3424,0.7273,-0.1234,0.4913,0,0,0,0,0,0,1,Other_Faults
10082,1162,1170,508200,508224,56,8,8,5112,61,111,1694,1,0,60,0.7215,0.4722,0.8889,0.0047,0.8889,1.0,1.0,1.7482,0.9031,0.9031,0.1111,-0.3598,0.1773,0,0,0,0,0,1,0,Bumps
9308,621,632,2086004,2086116,7003,228,138,725465,38,127,1356,0,1,40,0.9106,0.4768,0.4167,0.1291,0.5742,0.5,1.0,3.8453,2.243,1.8129,0.5833,-0.1861,1.0,0,0,1,0,0,0,0,K_Scatch
17702,1075,1084,2339660,2339663,126,17,14,14697,102,148,1694,1,0,80,0.4106,0.4259,0.9286,0.0083,0.9412,0.9286,0.0,2.1004,1.1461,1.1139,-0.0714,-0.0481,0.3097,0,0,0,0,0,0,1,Other_Faults
7301,615,622,1338367,1338402,123,16,14,11748,77,125,1690,1,0,70,0.4144,0.3155,0.8571,0.0071,0.75,1.0,1.0,2.0828,1.0792,1.1461,0.1429,-0.2097,0.2901,0,0,0,0,0,1,0,Bumps
8260,609,621,1359864,1359867,21,18,9,2362,108,129,1360,0,1,40,0.8778,0.3056,0.8182,0.0081,0.6471,1.0,1.0,1.3222,1.0414,0.9542,0.1818,-0.0457,0.2051,0,0,0,0,0,1,0,Bumps
298,1065,1065,3029617,3029632,69,15,14,7551,98,132,1652,1,0,80,0.5646,0.1746,0.5,0.0043,0.4,1.0,1.0,1.8389,0.7782,1.1461,0.5,-0.1053,0.204,0,0,0,0,0,1,0,Bumps
4006,788,796,638591,638600,119,8,16,23072,195,212,1387,0,1,40,0.8371,0.3823,0.5,0.0058,1.0,1.0,1.0,2.0756,0.9031,1.2041,0.5,0.5909,0.3241,0,0,1,0,0,0,0,K_Scatch
14036,789,797,155584,155593,138,25,20,16759,100,133,1362,1,0,70,0.8687,0.3,0.8,0.0116,0.64,1.0,1.0,2.1399,1.2041,1.301,0.2,-0.1184,0.5296,0,0,0,0,0,1,0,Bumps
16680,1054,1064,762234,762239,35,14,7,4385,105,132,1687,0,1,70,0.7181,0.45,0.8,0.0059,0.7143,0.7143,0.0,1.5441,1.0,0.699,-0.2,-0.0807,0.1613,0,0,0,0,0,1,0,Bumps
17282,41,192,1399301,1399304,10986,613,387,1096282,37,141,1402,0,1,40,0.0585,0.438,0.9398,0.1077,0.2497,0.4839,1.0,4.0212,2.1761,2.2253,0.0602,-0.0988,1.0,0,0,1,0,0,0,0,K_Scatch
9678,434,446,58567,58747,63,10,10,6999,106,127,1360,0,1,40,0.7393,0.2562,0.9,0.0044,0.6,1.0,1.0,1.7993,0.7782,1.0,0.1,-0.0973,0.1892,1,0,0,0,0,0,0,Pastry
12539,39,193,7300641,7300696,4409,216,82,456908,47,127,1356,0,1,40,0.0575,0.3443,0.3287,0.1059,0.7514,0.5281,0.0,3.6443,2.1584,1.6721,-0.6713,-0.1887,1.0,0,0,1,0,0,0,0,K_Scatch
3824,1333,1347,219220,219230,244,19,45,24156,80,117,1354,1,0,70,0.0544,0.5249,0.3214,0.0088,0.8824,0.9778,1.0,2.3892,1.1761,1.6335,0.6786,-0.2021,0.7254,0,1,0,0,0,0,0,Z_Scratch
18492,41,181,2336275,2336344,1275,163,87,128883,38,126,1362,0,1,40,0.0602,0.572,0.3922,0.1027,0.8035,0.5747,0.0,3.1055,2.143,1.699,-0.6078,-0.1415,1.0,0,0,1,0,0,0,0,K_Scatch
256,41,219,2615295,2615309,4881,277,162,513464,40,126,1358,0,1,40,0.0604,0.4317,0.396,0.1296,0.6354,0.4102,0.0,3.6885,2.2455,1.6812,-0.604,-0.1888,1.0,0,0,1,0,0,0,0,K_Scatch
7300,945,957,592614,592632,59,11,12,25491,78,127,1387,0,1,40,0.6691,0.2424,0.9167,0.0079,1.0,1.0,1.0,1.7708,1.0414,1.0792,0.0833,-0.1538,0.2432,0,0,0,0,0,0,1,Other_Faults
18186,1268,1279,3980733,3980769,74,11,12,10855,122,142,1360,0,1,40,0.4484,0.4271,1.0,0.0073,0.7273,1.0,0.5,1.8692,1.0,1.0792,0.0,0.0904,0.2061,0,0,0,0,0,0,1,Other_Faults
17656,1495,1560,1775604,1775675,2028,179,99,207039,103,135,1698,1,0,80,0.1426,0.5404,0.4118,0.0896,0.2906,0.4118,0.0,3.3068,2.0828,1.4914,-0.5882,-0.0862,1.0,0,0,0,0,0,0,1,Other_Faults
5730,725,734,807870,807880,51,10,7,5644,106,127,1626,1,0,70,0.7181,0.2727,0.2727,0.0074,0.7692,0.7143,0.0,1.7076,1.0,0.699,-0.7273,-0.0881,0.1934,0,0,0,0,0,0,1,Other_Faults
2739,52,174,718174,718237,4860,367,260,515942,86,126,1354,1,0,70,0.0734,0.4394,0.5714,0.0259,0.5102,0.4359,1.0,3.6866,1.5441,2.2624,0.4286,-0.187,1.0,0,1,0,0,0,0,0,Z_Scratch
9548,532,544,2845229,2845256,168,17,15,19901,86,135,1688,0,1,60,0.6311,0.3231,0.9333,0.0083,0.8235,1.0,1.0,2.2253,1.1461,1.1761,0.0667,-0.1477,0.3509,0,0,0,0,0,1,0,Bumps
11977,1365,1378,2197352,2197376,126,27,25,14260,115,140,1387,0,1,50,0.0337,0.452,0.4,0.0044,0.3333,1.0,1.0,2.1004,0.7782,1.3979,0.6,-0.0643,0.4465,0,0,0,0,0,1,0,Bumps
3191,1190,1201,6571361,6571375,133,24,17,14234,108,141,1362,0,1,175,0.239,0.5095,0.9333,0.0083,0.5833,0.8824,1.0,2.1239,1.1461,1.1761,0.0667,-0.0224,0.3509,0,0,0,0,0,1,0,Bumps
1576,1136,1150,244048,244067,196,23,12,24783,109,127,1362,0,1,40,0.3123,0.4931,0.8571,0.0116,0.5833,0.8333,1.0,2.2923,1.2041,1.1461,0.1429,-0.0481,0.4979,0,0,0,0,0,0,1,Other_Faults
5302,1235,1258,2837245,2837268,210,33,23,21098,82,116,1368,1,0,80,0.1162,0.6042,0.84,0.0124,0.5278,0.6522,0.0,2.3222,1.3222,1.1761,-0.16,-0.2465,0.7079,0,0,0,0,0,0,1,Other_Faults
18807,795,808,1168986,1168994,145,18,22,16891,77,116,1690,1,0,80,0.8687,0.2941,0.4643,0.0065,0.6111,1.0,1.0,2.1614,1.0414,1.3424,0.5357,-0.2455,0.5096,0,0,0,0,0,0,1,Other_Faults
11983,387,396,1645544,1645548,110,16,14,11910,99,125,1687,1,0,80,0.5641,0.2447,0.5714,0.0071,0.75,1.0,1.0,2.0414,1.0792,1.1461,0.4286,-0.1485,0.2583,1,0,0,0,0,0,0,Pastry
18450,41,206,2350467,2350536,5993,262,137,701931,39,127,1358,0,1,40,0.0604,0.4317,0.3758,0.1215,0.6298,0.4525,0.0,3.7776,2.2175,1.7924,-0.6242,-0.1743,1.0,0,0,1,0,0,0,0,K_Scatch
13155,1043,1066,2315017,2315030,108,38,17,11682,85,124,1364,1,0,80,0.4106,0.5347,0.7778,0.0183,0.6842,0.7647,0.0,2.0334,1.3979,1.1139,-0.2222,-0.2496,0.417,0,0,0,0,0,0,1,Other_Faults
9707,1151,1163,1975680,1975691,119,15,12,12792,85,140,1696,1,0,80,0.3314,0.2955,0.9167,0.0071,0.8,1.0,1.0,2.0756,1.0792,1.0792,0.0833,-0.1127,0.2432,0,0,0,0,0,0,1,Other_Faults
4667,1613,1622,1620649,1620667,170,24,23,16217,71,109,1687,1,0,80,0.0532,0.3431,0.3913,0.0065,0.4783,1.0,1.0,2.2304,1.0414,1.3617,0.6087,-0.2988,0.3464,0,0,0,0,0,0,1,Other_Faults
10269,1261,1281,4373281,4373312,305,28,49,29386,96,127,1358,0,1,50,0.1119,0.6179,0.3871,0.0096,0.4643,1.0,1.0,2.4829,1.1139,1.6812,0.6129,-0.146,0.6868,0,0,0,0,0,1,0,Bumps
16650,1563,1571,4025621,4025624,88,18,10,9733,106,128,1362,0,1,175,0.1108,0.2865,0.9091,0.0059,1.0,1.0,0.0,1.9445,1.0,1.0,-0.0909,-0.1115,0.2173,0,0,0,0,0,0,1,Other_Faults
16073,1141,1162,397980,398111,135,38,25,18593,100,132,1356,1,0,70,0.4063,0.4491,0.5,0.0177,0.6579,0.9,1.0,2.1303,1.3802,1.3979,0.5,-0.0979,0.5296,0,1,0,0,0,0,0,Z_Scratch
11180,50,175,728281,728304,2791,191,116,246531,43,127,1360,0,1,40,0.1001,0.4035,0.9394,0.0671,0.2409,0.4746,0.0,3.4458,2.1335,1.7708,-0.0606,-0.187,1.0,0,0,1,0,0,0,0,K_Scatch
6111,551,636,4383746,4383803,1082,142,80,116653,87,126,1360,1,0,100,0.7811,0.4413,0.3276,0.0382,0.9671,0.8808,0.0,3.0442,2.0828,1.4914,-0.6724,-0.1455,1.0,0,0,0,0,0,0,1,Other_Faults
16109,41,216,1935297,1935360,6662,274,130,684731,41,124,1358,0,1,40,0.0604,0.42,0.3869,0.1291,0.6387,0.5114,0.0,3.8236,2.243,1.8451,-0.6131,-0.1861,1.0,0,0,1,0,0,0,0,K_Scatch
2920,489,492,1024413,1024437,18,9,6,2195,114,141,1692,1,0,150,0.0126,0.3611,0.8889,0.0055,0.7778,1.0,0.0,1.2553,0.8451,0.7782,-0.1111,-0.0332,0.1773,0,0,0,0,0,0,1,Other_Faults
12830,1111,1126,3787187,3787204,172,23,22,17274,87,127,1387,1,0,80,0.2047,0.6222,0.7059,0.0118,0.9412,0.8889,1.0,2.2355,1.2041,1.3424,0.2941,-0.2145,0.6438,0,0,0,0,0,1,0,Bumps
14666,621,632,411630,411717,787,59,87,83708,94,132,1687,1,0,80,0.9106,0.6448,0.1243,0.0083,0.234,0.9889,1.0,2.896,1.1461,1.9395,0.8757,-0.1215,0.9998,0,0,0,0,1,0,0,Dirtiness
5582,1015,1034,950109,950148,260,44,38,29699,101,126,1356,0,1,70,0.4898,0.6368,0.4074,0.0125,0.3636,0.8947,1.0,2.415,1.2305,1.5315,0.5926,-0.0968,0.9294,0,0,0,0,0,0,1,Other_Faults
10649,1617,1628,969900,969911,55,13,12,4717,81,110,1648,1,0,80,0.0237,0.4259,0.5833,0.0049,0.6154,1.0,1.0,1.7404,0.9031,1.0792,0.4167,-0.2471,0.1892,0,0,0,0,0,0,1,Other_Faults
1408,41,218,180920,180939,6937,288,155,722716,78,141,1358,0,1,40,0.0604,0.5067,0.4068,0.1303,0.6757,0.4516,0.0,3.8416,2.248,2.017,-0.5932,-0.1906,1.0,0,0,1,0,0,0,0,K_Scatch
11368,1196,1205,171874,171878,21,9,9,2918,118,135,1358,0,1,50,0.2033,0.5556,0.5,0.0059,0.8889,0.8889,0.0,1.3222,0.9031,0.9031,-0.5,0.0103,0.1417,0,0,0,1,0,0,0,Stains
2401,1285,1295,784148,784164,305,32,42,31689,88,124,1362,0,1,40,0.19,0.2042,0.4138,0.0155,0.4514,1.0,1.0,2.4885,1.3222,1.6233,0.5862,-0.2498,0.8705,0,1,0,0,0,0,0,Z_Scratch
13683,1568,1584,75224,75234,182,28,17,17363,88,124,1692,1,0,80,0.1324,0.6539,0.7059,0.0124,0.6956,0.9412,0.0,2.2601,1.2305,1.2305,-0.2941,-0.2192,0.463,0,0,0,0,0,1,0,Bumps
15405,259,272,2691161,2691189,74,15,11,7537,93,133,1692,1,0,70,0.3632,0.2356,0.8182,0.0066,0.5333,1.0,1.0,1.8692,0.9542,1.0414,0.1818,-0.1301,0.2359,0,0,0,0,0,1,0,Bumps
17297,965,975,156370,156373,111,12,12,9643,90,118,1658,1,0,100,0.9164,0.4,1.0,0.0071,1.0,1.0,0.5,2.0453,1.0792,1.0792,0.0,-0.1836,0.2583,0,0,0,0,0,1,0,Bumps
7044,1094,1102,879259,879265,58,28,16,7281,104,127,1366,1,0,80,0.4897,0.4643,0.3846,0.014,0.6786,0.8,0.0,1.7634,1.2787,1.0792,-0.6154,-0.0902,0.2116,0,1,0,0,0,0,0,Z_Scratch
16355,122,145,75122,75139,168,43,28,22467,117,135,1354,1,0,70,0.1853,0.4812,0.95,0.0244,0.5116,0.75,0.0,2.2253,1.5185,1.1461,-0.05,-0.024,0.6268,0,1,0,0,0,0,0,Z_Scratch
10542,1273,1290,518261,518261,168,20,20,18720,85,119,1364,0,1,175,0.1578,0.2346,0.52,0.011,0.6,1.0,1.0,2.2253,1.1761,1.301,0.47,-0.1837,0.463,1,0,0,0,0,0,0,Pastry
2752,1155,1162,2833458,2833471,198,28,27,15316,40,101,1364,1,0,70,0.2588,0.3862,0.2308,0.0071,0.3478,1.0,1.0,2.2923,1.0792,1.4314,0.7692,-0.3754,0.4763,0,1,0,0,0,0,0,Z_Scratch
3773,83,92,1349756,1349778,99,12,20,10685,95,118,1358,0,1,40,0.1261,0.32,0.45,0.0044,0.75,1.0,1.0,1.9956,0.7782,1.301,0.55,-0.1323,0.3068,1,0,0,0,0,0,0,Pastry
12028,9,18,161967,161984,140,17,21,15761,97,126,1658,0,1,100,0.0071,0.2414,0.4286,0.0066,0.5294,1.0,1.0,2.1461,0.9542,1.3222,0.5714,-0.133,0.3197,0,0,0,0,0,0,1,Other_Faults
3200,16,26,252936,252958,138,20,25,17836,97,132,1352,1,0,70,0.0236,0.48,0.4,0.0074,0.45,1.0,1.0,2.1399,1.0,1.3979,0.6,-0.0916,0.4138,0,1,0,0,0,0,0,Z_Scratch
13189,1673,1684,594752,594771,353,33,31,35740,67,118,1698,0,1,90,0.0546,0.3462,0.3864,0.008,0.3784,1.0,1.0,2.5478,1.1139,1.4914,0.6136,-0.2189,0.7659,0,0,0,0,0,0,1,Other_Faults
4675,1002,1027,4025551,4025564,111,16,15,12587,118,140,1358,1,0,300,0.5243,0.3377,0.7857,0.0103,0.875,0.8,0.0,2.0453,1.1461,1.0414,-0.2143,0.0025,0.2712,0,0,0,0,0,0,1,Other_Faults
5769,1224,1235,1658742,1658769,176,30,24,16182,91,118,1356,1,0,70,0.1374,0.4946,0.8,0.0118,0.65,0.9167,0.0,2.2455,1.2041,1.3802,-0.2,-0.2062,0.5951,0,1,0,0,0,0,0,Z_Scratch
1342,5,21,117073,1171040,140,17,17,14830,99,124,1354,1,0,70,0.0345,0.4889,0.75,0.0089,0.7059,0.9412,1.0,2.1461,1.0792,1.2041,0.25,-0.1403,0.3241,0,1,0,0,0,0,0,Z_Scratch
18417,41,192,2421293,2421350,10743,652,362,1239926,40,124,1402,0,1,40,0.0585,0.5048,0.962,0.1091,0.2414,0.4058,1.0,4.0311,2.1847,2.2253,0.038,-0.1773,1.0,0,0,1,0,0,0,0,K_Scatch
16104,151,161,1724027,1724129,182,22,17,21408,85,124,1698,1,0,60,0.1712,0.3462,0.4706,0.0059,0.4545,1.0,1.0,2.2601,1.0,1.2305,0.5294,-0.1569,0.5162,1,0,0,0,0,0,0,Pastry
5349,39,187,1438781,1438802,11492,588,388,1445817,36,140,1402,0,1,40,0.0556,0.4572,0.9398,0.1044,0.2553,0.3629,1.0,4.0564,2.1523,2.2014,0.0602,-0.1031,1.0,0,0,1,0,0,0,0,K_Scatch
17381,1097,1124,2765714,2765730,155,19,25,17295,103,124,1360,0,1,40,0.0161,0.6042,0.8235,0.0125,0.8947,0.7778,0.0,2.1931,1.2305,1.1761,-0.1765,-0.1031,0.4219,0,0,0,0,0,0,1,Other_Faults
8809,924,935,1519629,1519634,57,12,11,6884,67,127,1690,0,1,60,0.8566,0.1736,1.0,0.0065,0.9167,1.0,0.5,1.7559,1.0414,1.0414,0.0,-0.2035,0.2051,0,0,0,0,0,1,0,Bumps
18858,34,42,1944129,1944138,41,10,9,5779,102,134,1356,1,0,70,0.0459,0.3778,0.9,0.0074,1.0,1.0,0.0,1.6233,1.0,0.9542,-0.1,-0.0955,0.1954,0,1,0,0,0,0,0,Z_Scratch
1039,1235,1258,172567,172592,103,38,25,13292,119,142,1360,0,1,40,0.4346,0.4883,0.6,0.0185,0.6122,0.88,0.0,2.0128,1.3979,1.3979,-0.4,0.0052,0.4138,0,0,0,0,0,1,0,Bumps
15432,41,193,1516553,1516628,10941,636,383,611544,38,140,1402,0,1,40,0.0585,0.6434,0.9394,0.1084,0.2459,0.3642,0.0,4.0391,2.1818,1.8389,-0.0606,-0.1098,1.0,0,0,1,0,0,0,0,K_Scatch
5995,41,213,2364667,2364730,5933,313,158,622528,42,127,1358,0,1,40,0.0604,0.4654,0.3613,0.1237,0.5687,0.4114,0.0,3.7795,2.2253,1.7559,-0.6387,-0.1744,1.0,0,0,1,0,0,0,0,K_Scatch
16315,41,209,2730163,2730230,6057,251,125,627913,46,126,1358,0,1,40,0.0604,0.4089,0.3988,0.1237,0.6693,0.528,0.0,3.8122,2.2253,1.7993,-0.6012,-0.1826,1.0,0,0,1,0,0,0,0,K_Scatch
16794,4,16,363701,363718,87,12,11,8233,68,125,1387,0,1,40,0.0058,0.2464,1.0,0.0087,1.0,1.0,0.5,1.9395,1.0792,1.0414,0.0,-0.2292,0.23,0,0,0,0,0,0,1,Other_Faults
8385,39,1085,618132,618148,11388,659,377,1303229,101,141,1687,0,1,40,0.0557,0.4382,0.1264,0.1063,0.2199,0.9043,1.0,4.0564,2.1492,2.0899,0.8736,-0.1033,1.0,0,0,0,0,0,0,1,Other_Faults
